customer_id,age,region,income_man,price_sens,quality_pref,digital_pref
C001741,36,south,801.8,0.795,0.795,0.381
C001742,59,west,1663.8,0.538,0.54,0.494
C001743,47,central,521.7,0.502,0.673,0.266
C001744,25,west,964.4,0.411,0.669,0.583
C001745,49,north,856.5,0.314,0.418,0.358
C001746,32,east,319.8,0.808,0.414,0.0
C001747,34,west,467.4,0.589,0.763,0.523
C001748,45,west,213.1,0.489,0.517,0.335
C001749,35,west,406.8,0.669,0.339,0.543
C001750,52,south,315.9,0.771,0.258,0.466
C001751,32,east,361.2,0.823,0.407,0.96
C001752,34,south,293.3,0.709,0.325,0.653
C001753,33,south,387.2,0.608,0.586,0.666
C001754,34,east,633.1,0.864,0.615,0.691
C001755,54,east,428.2,0.645,0.172,0.626
C001756,49,east,150.3,0.961,0.285,0.578
C001757,62,east,294.0,0.638,0.324,0.452
C001758,68,south,,0.915,0.264,0.496
C001759,29,central,532.5,0.382,0.507,0.142
C001760,42,west,622.2,0.5,0.68,0.954
C001761,27,east,536.5,0.418,0.618,0.959
C001762,32,south,286.8,0.633,0.233,0.649
C001763,33,south,,0.788,0.461,0.316
C001764,28,east,346.9,0.594,0.317,0.876
C001765,28,central,232.4,0.874,0.051,0.495
C001766,39,north,717.9,0.768,0.513,0.664
C001767,26,north,751.5,0.527,0.815,0.391
C001768,51,north,812.9,0.665,0.297,0.918
C001769,30,north,319.3,0.782,0.364,0.332
C001770,75,central,933.4,0.506,0.573,0.319
C001771,36,west,342.1,0.801,0.424,0.154
C001772,42,east,680.8,0.827,0.374,0.528
C001773,25,west,338.6,0.595,0.165,0.57
C001774,61,east,402.2,0.513,0.207,0.63
C001775,54,east,107.6,0.768,0.349,0.367
C001776,45,north,383.8,0.815,0.257,0.743
C001777,25,south,485.8,0.788,0.376,0.45
C001778,44,north,359.7,0.598,0.707,0.466
C001779,28,south,1319.4,0.099,0.541,0.582
C001780,59,east,229.0,0.668,0.352,0.516
C001781,51,south,328.0,0.78,0.532,0.547
C001782,42,south,267.3,0.728,0.484,0.68
C001783,18,north,328.0,0.724,0.173,0.757
C001784,29,north,854.1,0.427,0.457,0.759
C001785,49,central,1116.6,0.605,0.663,0.307
C001786,56,west,302.1,0.765,0.646,0.516
C001787,54,west,298.1,0.804,0.239,0.774
C001788,22,north,229.7,0.792,0.227,0.34
C001789,45,east,1007.3,0.552,0.66,0.613
C001790,53,west,901.3,0.564,0.668,0.594
C001791,21,central,431.7,0.503,0.53,0.975
C001792,41,east,199.1,0.853,0.146,0.688
C001793,44,south,210.0,0.905,0.204,0.542
C001794,37,south,509.6,0.783,0.493,0.657
C001795,19,north,639.6,0.626,0.696,0.55
C001796,37,east,133.2,0.733,0.157,0.493
C001797,37,east,379.3,0.547,0.398,0.304
C001798,39,west,1214.6,0.37,0.481,0.854
C001799,34,west,403.7,0.684,0.694,0.682
C001800,36,west,1124.4,0.433,0.642,0.395
C001801,41,east,679.0,0.383,0.68,0.597
C001802,46,south,240.0,0.59,0.315,0.74
C001803,37,west,385.9,0.35,0.418,0.77
C001804,36,west,425.8,0.177,0.2,0.392
C001805,42,west,259.7,0.724,0.003,0.0
C001806,18,east,257.1,1.0,0.512,0.783
C001807,47,south,1136.0,0.718,0.633,0.324
C001808,41,east,255.9,0.6,0.354,0.667
C001809,41,east,878.6,0.523,0.382,0.733
C001810,53,north,354.0,0.462,0.252,0.682
C001811,18,west,453.0,0.436,0.597,1.0
C001812,18,west,644.4,0.383,0.769,0.951
C001813,44,east,321.2,0.668,0.275,0.872
C001814,41,central,646.8,0.534,0.609,0.819
C001815,43,central,134.7,0.913,0.223,0.822
C001816,35,north,598.9,0.676,0.475,0.577
C001817,49,south,104.6,0.875,0.422,0.229
C001818,52,east,401.5,0.662,0.345,0.962
C001819,47,central,768.0,0.363,0.729,0.514
C001820,38,east,668.2,0.353,0.572,0.81
C001821,18,east,211.1,0.561,0.282,0.594
C001822,50,west,228.0,0.867,0.506,0.673
C001823,56,east,304.3,0.662,0.401,0.0
C001824,49,south,514.4,0.327,0.448,0.405
C001825,30,west,135.9,0.864,0.403,0.6
C001826,49,east,456.4,0.444,0.626,0.58
C001827,51,west,554.5,0.841,0.658,0.687
C001828,60,central,388.2,0.577,0.0,0.191
C001829,30,south,630.4,0.669,0.569,0.752
C001830,38,west,526.1,0.766,0.499,0.809
C001831,50,east,332.4,0.551,0.37,0.949
C001832,42,east,144.0,0.873,0.299,0.677
C001833,28,central,498.3,0.697,0.495,0.542
C001834,46,south,259.7,0.761,0.428,0.254
C001835,48,west,325.1,0.753,0.331,0.86
C001836,42,central,613.2,0.373,0.722,0.683
C001837,44,north,1076.7,0.543,0.727,0.518
C001838,38,south,449.6,0.561,0.517,0.24
C001839,59,east,641.4,0.616,0.581,0.231
C001840,30,north,193.4,0.941,0.441,0.746
C001841,34,west,533.0,0.701,0.623,0.663
C001842,41,east,443.8,0.689,0.416,0.154
C001843,52,central,961.8,0.579,0.736,0.593
C001844,23,east,332.6,0.798,0.402,0.355
C001845,25,central,397.9,0.883,0.699,0.926
C001846,18,south,868.3,0.498,0.732,0.746
C001847,41,south,435.3,0.665,0.335,0.45
C001848,28,central,236.5,0.903,0.657,0.832
C001849,36,east,2126.4,0.25,0.431,0.649
C001850,49,east,240.8,0.559,0.406,0.752
C001851,33,north,442.5,0.711,0.328,0.615
C001852,44,east,566.4,0.557,0.764,0.55
C001853,37,central,540.1,0.416,0.51,0.514
C001854,49,west,410.5,0.728,0.298,0.54
C001855,47,east,411.7,0.867,0.378,0.841
C001856,33,east,399.5,0.413,0.305,0.498
C001857,39,west,235.5,0.917,0.261,0.687
C001858,54,south,1671.3,0.0,0.649,0.276
C001859,46,east,403.1,0.596,0.301,0.095
C001860,24,south,658.1,0.834,0.552,0.703
C001861,49,west,376.3,0.621,0.459,0.561
C001862,28,south,371.8,0.686,0.248,0.612
C001863,58,east,350.0,0.799,0.137,0.125
C001864,53,west,181.5,0.558,0.301,0.52
C001865,44,north,417.7,0.66,0.501,0.575
C001866,43,east,360.3,0.688,0.501,0.351
C001867,38,south,929.0,0.769,0.663,0.293
C001868,49,west,224.3,0.588,0.533,0.437
C001869,37,east,325.4,0.642,0.521,0.702
C001870,44,central,268.3,0.598,0.734,0.605
C001871,51,north,1093.1,0.302,1.0,0.297
C001872,34,west,273.0,0.903,0.072,0.619
C001873,34,central,644.6,0.566,0.178,0.769
C001874,27,west,823.3,0.43,0.556,0.406
C001875,28,south,421.4,0.57,0.498,0.647
C001876,19,west,,0.71,0.264,0.965
C001877,50,south,202.9,0.722,0.382,0.225
C001878,63,south,770.5,0.337,0.503,0.62
C001879,58,south,215.9,0.742,0.185,0.748
C001880,21,east,582.0,0.529,0.406,0.639
C001881,50,south,492.7,0.502,0.424,0.411
C001882,58,east,576.8,0.608,0.612,0.631
C001883,36,central,610.4,0.609,0.424,0.541
C001884,42,east,262.7,0.658,0.285,0.065
C001885,18,east,256.2,0.725,0.409,0.684
C001886,44,central,706.4,0.868,0.496,0.616
C001887,28,east,315.3,1.0,0.532,0.782
C001888,43,east,88.3,0.802,0.0,0.353
C001889,22,south,678.9,0.415,0.348,0.622
C001890,48,north,247.0,0.595,0.362,0.689
C001891,53,north,608.8,0.732,0.557,0.447
C001892,32,west,1060.9,0.403,0.478,0.3
C001893,27,east,464.6,0.664,0.644,0.889
C001894,18,east,,0.81,0.848,0.661
C001895,38,north,504.5,0.61,0.365,0.782
C001896,34,east,1192.4,0.545,0.854,0.313
C001897,22,east,243.2,0.835,0.0,0.652
C001898,46,north,457.7,0.542,0.601,0.61
C001899,36,west,688.9,0.708,0.392,0.561
C001900,28,west,410.3,0.525,0.564,0.397
C001901,34,north,918.3,0.692,0.434,0.115
C001902,54,east,355.0,0.593,0.378,0.757
C001903,48,central,1592.2,0.31,0.567,0.544
C001904,39,west,1643.4,0.212,0.663,0.79
C001905,48,east,544.8,0.457,0.749,0.68
C001906,27,west,640.8,0.499,0.49,0.76
C001907,41,east,940.3,0.122,0.9,0.479
C001908,43,central,225.6,0.737,0.24,0.627
C001909,35,central,209.4,0.711,0.507,0.872
C001910,46,central,977.6,0.598,0.347,0.525
C001911,32,east,542.2,0.66,0.43,0.986
C001912,47,east,401.5,0.551,0.333,0.201
C001913,48,north,463.1,0.56,0.672,0.173
C001914,18,east,109.9,0.881,0.182,0.902
C001915,55,east,410.3,0.875,0.104,0.281
C001916,18,west,292.8,0.597,0.153,1.0
C001917,34,east,798.0,0.412,0.399,0.859
C001918,53,central,835.7,0.341,0.7,0.777
C001919,37,north,650.2,0.338,0.63,0.748
C001920,23,north,583.2,0.628,0.443,0.485
C001921,28,central,187.3,0.84,0.178,0.302
C001922,53,south,655.6,0.751,0.619,0.758
C001923,18,east,671.1,0.71,0.346,0.404
C001924,55,west,971.0,0.84,0.658,0.762
C001925,40,east,1639.5,0.365,0.75,0.684
C001926,27,north,166.6,0.794,0.196,0.626
C001927,34,west,364.4,0.481,0.453,0.68
C001928,29,east,294.7,0.823,0.367,0.72
C001929,51,west,510.2,0.627,0.536,0.433
C001930,50,east,463.7,0.726,0.242,0.765
C001931,20,south,399.7,0.487,0.504,0.968
C001932,36,south,852.2,0.559,0.718,0.609
C001933,31,north,237.5,0.793,0.356,0.493
C001934,57,north,246.3,0.775,0.406,0.692
C001935,25,west,248.8,0.65,0.301,0.25
C001936,60,south,370.6,0.851,0.531,0.499
C001937,41,south,220.1,1.0,0.303,0.691
C001938,27,south,446.8,0.469,0.262,0.475
C001939,33,east,416.5,0.758,0.543,0.794
C001940,31,east,287.0,0.292,0.101,0.608
C001941,26,west,777.0,0.625,0.588,0.539
C001942,42,east,443.9,0.356,0.375,0.729
C001943,26,south,870.3,0.424,0.501,0.431
C001944,18,east,409.2,0.456,0.443,0.878
C001945,36,east,453.4,0.6,0.331,0.182
C001946,19,west,328.2,0.823,0.45,0.754
C001947,32,west,458.1,0.352,0.448,0.615
C001948,30,west,705.3,0.49,0.433,0.512
C001949,31,west,359.4,0.602,0.592,0.691
C001950,65,central,627.8,0.805,0.533,0.359
C001951,42,central,282.5,0.792,0.437,0.747
C001952,44,central,725.4,0.362,0.744,0.634
C001953,20,west,324.8,0.629,0.581,0.781
C001954,33,west,766.8,0.761,0.629,0.657
C001955,44,west,477.1,0.73,0.402,0.428
C001956,29,west,1145.7,0.31,0.408,0.567
C001957,52,east,230.2,0.728,0.333,0.516
C001958,27,west,189.7,0.772,0.427,0.606
C001959,38,north,317.8,0.623,0.419,0.786
C001960,34,north,200.4,0.539,0.0,0.611
C001961,43,central,200.7,0.694,0.405,0.604
C001962,33,north,667.9,0.764,0.655,0.318
C001963,38,west,458.8,0.573,0.395,0.753
C001964,38,west,345.0,0.672,0.531,0.448
C001965,32,east,364.7,0.697,0.488,0.397
C001966,47,central,321.5,1.0,0.266,0.83
C001967,44,east,1238.2,0.433,0.829,0.662
C001968,40,central,295.9,0.882,0.162,0.745
C001969,36,south,208.1,0.699,0.273,0.669
C001970,51,east,741.6,0.495,0.512,0.454
C001971,38,north,404.1,0.657,0.291,0.508
C001972,37,east,1563.2,0.269,0.73,0.727
C001973,42,east,335.5,0.662,0.574,0.763
C001974,61,east,764.2,0.661,0.729,0.389
C001975,25,central,880.5,0.38,0.679,1.0
C001976,50,east,336.4,0.692,0.123,0.441
C001977,18,central,294.6,0.825,0.151,0.425
C001978,44,north,717.7,0.417,0.554,0.178
C001979,60,central,649.5,0.725,0.504,0.072
C001980,47,east,197.3,0.81,0.196,0.418
C001981,43,west,233.7,0.74,0.591,0.483
C001982,34,west,100.4,0.633,0.152,0.729
C001983,41,north,657.5,0.502,0.593,0.537
C001984,38,central,393.1,0.717,0.557,0.733
C001985,32,east,417.4,0.911,0.429,0.615
C001986,38,west,166.7,0.918,0.626,0.567
C001987,43,west,238.0,0.93,0.167,0.413
C001988,32,west,345.3,0.506,0.292,0.891
C001989,31,north,307.3,0.691,0.218,0.307
C001990,25,north,493.7,0.799,0.689,0.715
C001991,46,north,652.8,0.427,0.631,0.472
C001992,48,east,1795.4,0.502,0.631,0.65
C001993,44,north,454.5,0.742,0.308,0.518
C001994,53,central,898.3,0.537,0.782,0.461
C001995,42,west,279.6,0.68,0.395,0.483
C001996,46,west,168.4,0.683,0.451,0.787
C001997,45,east,372.4,0.938,0.389,0.515
C001998,40,east,176.4,0.916,0.325,0.944
C001999,35,west,464.1,0.679,0.487,0.639
C002000,68,east,288.0,0.661,0.253,0.358
C002001,36,east,142.4,0.87,0.184,0.549
C002002,33,west,1303.5,0.446,0.471,0.712
C002003,46,west,333.2,0.754,0.45,0.39
C002004,44,central,172.2,0.936,0.358,0.551
C002005,24,east,788.5,0.405,0.697,0.664
C002006,54,west,297.1,0.497,0.453,0.517
C002007,40,north,884.8,0.512,0.552,0.62
C002008,28,east,296.2,0.456,0.585,0.714
C002009,55,south,332.5,0.646,0.509,0.464
C002010,49,east,565.7,0.512,0.69,0.801
C002011,26,west,656.7,0.632,0.729,0.733
C002012,62,east,729.5,0.835,0.514,0.917
C002013,49,north,435.9,0.349,0.488,0.497
C002014,41,central,631.7,0.907,0.62,0.735
C002015,60,east,719.5,0.505,0.357,0.265
C002016,43,south,518.8,0.658,0.295,0.809
C002017,41,east,422.3,0.435,0.228,0.402
C002018,33,central,193.3,0.953,0.251,0.69
C002019,48,east,659.0,0.564,0.462,0.441
C002020,47,east,471.8,0.615,0.23,0.591
C002021,41,south,358.9,0.389,0.413,0.496
C002022,32,east,990.2,0.488,0.579,0.448
C002023,43,east,195.3,0.928,0.446,0.475
C002024,40,central,,0.397,0.939,0.858
C002025,25,west,453.9,0.809,0.506,0.748
C002026,23,south,556.5,0.762,0.374,0.411
C002027,48,south,362.9,0.581,0.49,0.713
C002028,18,central,169.2,1.0,0.242,0.526
C002029,43,central,423.0,0.653,0.388,0.678
C002030,35,west,562.3,0.597,0.351,0.696
C002031,57,east,690.2,0.563,0.452,0.554
C002032,35,north,408.5,0.664,0.39,0.956
C002033,49,west,123.4,0.498,0.298,0.321
C002034,36,central,182.4,0.787,0.332,0.7
C002035,42,west,1575.7,0.179,0.96,0.788
C002036,50,north,238.8,1.0,0.41,0.351
C002037,35,east,1083.0,0.696,0.675,0.436
C002038,53,west,262.6,0.87,0.282,0.402
C002039,29,central,412.3,0.616,0.263,0.692
C002040,45,east,669.4,0.404,0.43,0.233
C002041,52,west,281.2,0.629,0.237,0.576
C002042,49,south,1195.8,0.73,0.247,0.205
C002043,64,central,481.4,0.517,0.298,0.641
C002044,32,north,606.5,0.221,0.736,0.709
C002045,24,central,391.8,0.816,0.463,1.0
C002046,29,west,683.0,0.776,0.463,0.761
C002047,49,south,1186.2,0.689,0.689,0.426
C002048,47,north,425.2,0.801,0.132,0.341
C002049,42,west,1298.6,0.602,0.69,0.584
C002050,28,west,318.7,0.711,0.559,0.628
C002051,50,east,727.6,0.227,0.514,0.717
C002052,26,west,616.9,0.575,0.233,0.462
C002053,55,west,242.3,0.851,0.25,0.849
C002054,75,west,523.0,0.584,0.658,0.56
C002055,45,north,462.0,0.602,0.48,0.474
C002056,48,west,275.7,0.587,0.125,0.854
C002057,35,east,570.2,0.437,0.838,0.428
C002058,19,central,502.2,0.888,0.27,0.738
C002059,34,central,440.4,0.92,0.395,0.337
C002060,28,east,441.5,0.638,0.276,1.0
C002061,24,east,435.8,0.683,0.274,0.333
C002062,62,east,368.9,0.527,0.328,0.108
C002063,44,west,500.3,0.709,0.552,0.395
C002064,46,central,312.6,0.971,0.557,0.772
C002065,37,west,2265.0,0.082,0.701,0.762
C002066,39,north,197.5,0.868,0.12,0.581
C002067,53,north,323.9,0.781,0.442,0.663
C002068,41,east,339.6,0.77,0.456,0.52
C002069,47,central,1564.8,0.631,0.721,0.585
C002070,39,west,208.3,1.0,0.323,0.887
C002071,37,west,593.9,0.544,0.474,0.522
C002072,24,east,533.9,0.701,0.485,0.509
C002073,18,central,561.9,0.602,0.453,0.798
C002074,38,east,965.9,0.387,0.749,0.712
C002075,42,central,954.1,0.524,0.92,0.558
C002076,26,central,351.0,0.785,0.413,0.849
C002077,41,west,516.8,0.639,0.463,0.503
C002078,42,central,150.3,0.721,0.255,0.562
C002079,18,east,488.2,0.548,0.353,0.779
C002080,30,south,285.7,0.657,0.46,0.677
C002081,46,north,411.3,0.526,0.484,0.831
C002082,46,west,167.3,0.879,0.175,0.582
C002083,27,east,586.5,0.644,0.624,0.58
C002084,43,north,166.2,0.98,0.24,0.635
C002085,53,north,502.8,0.483,0.313,0.661
C002086,50,east,220.4,0.69,0.346,0.635
C002087,40,west,276.3,0.965,0.374,0.694
C002088,35,west,919.7,0.467,0.723,0.285
C002089,33,east,654.6,0.564,0.636,0.1
C002090,47,central,916.7,0.466,0.562,0.756
C002091,43,central,1172.7,0.613,0.557,0.617
C002092,49,north,289.3,0.898,0.348,0.483
C002093,43,east,1130.7,0.617,0.675,0.668
C002094,51,south,190.9,0.81,0.337,0.858
C002095,42,south,719.7,0.409,0.575,0.819
C002096,50,east,342.1,0.978,0.367,0.672
C002097,51,south,263.2,0.87,0.478,0.296
C002098,31,north,665.1,0.488,0.413,0.462
C002099,19,east,810.9,0.73,0.926,0.22
C002100,60,south,796.6,0.44,0.665,0.537
C002101,44,west,523.3,0.816,0.297,0.744
C002102,20,central,497.9,0.836,0.484,0.928
C002103,32,north,631.0,0.428,0.619,0.741
C002104,50,east,552.0,0.681,0.424,0.449
C002105,38,north,636.5,0.682,0.281,0.451
C002106,35,east,519.9,0.997,0.309,0.42
C002107,58,north,762.7,0.417,0.623,0.391
C002108,28,west,173.3,1.0,0.0,0.438
C002109,31,west,425.2,0.648,0.207,0.964
C002110,44,south,200.5,0.61,0.355,0.262
C002111,46,east,543.1,0.579,0.44,0.469
C002112,47,north,1232.0,0.433,0.533,0.114
C002113,52,south,346.1,0.528,0.309,0.525
C002114,43,north,496.5,0.661,0.235,0.529
C002115,47,central,724.2,0.683,0.604,0.43
C002116,38,north,133.0,0.914,0.071,0.377
C002117,42,west,336.3,0.611,0.297,0.536
C002118,42,central,572.5,0.564,0.536,0.427
C002119,44,west,80.9,0.977,0.054,0.495
C002120,50,west,256.0,0.78,0.217,0.871
C002121,48,south,890.5,0.664,0.274,0.528
C002122,42,north,839.7,0.55,0.616,0.643
C002123,31,south,575.8,0.374,0.497,0.52
C002124,42,central,781.0,0.44,0.468,0.379
C002125,41,central,523.4,0.629,0.31,0.538
C002126,43,west,641.9,0.732,0.509,1.0
C002127,67,east,380.6,0.862,0.474,0.304
C002128,35,south,493.1,0.882,0.469,0.657
C002129,46,west,314.8,0.725,0.61,0.342
C002130,54,east,981.7,0.593,0.698,0.0
C002131,42,east,1146.1,0.229,0.607,0.378
C002132,69,east,1052.8,0.529,0.717,0.823
C002133,36,west,360.1,0.517,0.399,0.697
C002134,45,east,259.6,0.735,0.333,0.843
C002135,31,north,989.7,0.931,0.788,0.543
C002136,37,north,637.5,0.61,0.371,0.1
C002137,44,central,560.2,0.461,0.483,0.3
C002138,51,north,314.5,0.767,0.543,0.552
C002139,45,north,593.8,0.501,0.538,0.563
C002140,56,west,239.9,0.616,0.255,0.436
C002141,40,east,672.9,0.869,0.26,0.444
C002142,37,central,1052.1,0.624,0.265,0.759
C002143,73,central,1224.0,0.486,0.947,0.219
C002144,46,east,703.7,0.486,0.572,0.57
C002145,32,west,200.7,0.749,0.187,0.645
C002146,33,east,517.8,0.837,0.516,0.525
C002147,30,north,1660.8,0.419,0.555,0.444
C002148,52,east,273.2,0.272,0.286,0.381
C002149,37,north,,1.0,0.292,0.946
C002150,43,north,1074.2,0.488,0.398,0.751
C002151,40,west,666.1,0.607,0.199,0.754
C002152,50,north,2037.2,0.495,0.498,0.323
C002153,31,north,296.3,0.787,0.506,0.325
C002154,28,west,254.0,0.861,0.173,0.853
C002155,44,west,958.8,0.419,0.667,0.703
C002156,48,north,224.5,0.589,0.44,0.521
C002157,45,north,408.8,0.695,0.419,0.441
C002158,31,east,442.2,0.852,0.388,0.32
C002159,49,east,856.5,0.408,0.585,0.66
C002160,32,south,665.0,0.447,0.451,0.843
C002161,35,central,605.1,0.758,0.676,0.449
C002162,30,east,361.3,0.609,0.673,0.467
C002163,57,east,953.6,0.422,0.803,0.679
C002164,49,south,5149.8,0.091,0.6,0.359
C002165,48,west,696.4,0.537,0.458,0.85
C002166,56,east,488.3,0.382,0.453,0.416
C002167,75,north,211.1,0.705,0.354,0.228
C002168,20,west,313.8,0.741,0.105,0.699
C002169,32,west,404.6,0.689,0.153,0.529
C002170,34,north,333.8,0.868,0.572,0.817
C002171,31,east,455.6,0.908,0.354,0.79
C002172,28,east,1336.8,0.643,0.43,0.852
C002173,37,east,972.2,0.617,0.424,0.608
C002174,26,west,418.2,0.626,0.48,0.557
C002175,45,south,222.8,0.681,0.172,0.513
C002176,42,west,1026.2,0.472,0.637,0.451
C002177,47,east,446.7,0.723,0.288,0.794
C002178,47,north,163.3,0.96,0.0,0.701
C002179,48,central,705.3,0.638,0.739,0.476
C002180,37,west,851.2,0.489,0.623,0.386
C002181,66,north,107.3,1.0,0.099,0.676
C002182,44,east,280.5,0.918,0.263,0.549
C002183,19,south,430.5,0.775,0.647,0.671
C002184,29,south,714.8,0.537,0.617,0.937
C002185,20,central,337.6,0.567,0.55,0.588
C002186,41,west,279.2,0.601,0.253,0.479
C002187,40,west,711.6,0.44,0.535,0.504
C002188,35,west,347.3,0.724,0.444,0.322
C002189,65,east,636.8,0.643,0.423,0.438
C002190,48,south,236.1,0.551,0.293,0.342
C002191,50,west,204.3,0.716,0.19,0.366
C002192,30,north,723.7,0.576,0.591,0.479
C002193,29,central,535.3,0.464,0.272,0.51
C002194,41,east,800.1,0.584,0.637,0.375
C002195,43,north,334.2,0.648,0.423,0.578
C002196,19,east,285.5,0.617,0.314,0.666
C002197,39,central,,0.474,0.671,0.567
C002198,41,central,184.5,0.871,0.203,1.0
C002199,38,west,974.7,0.352,0.49,0.533
C002200,31,central,1015.9,0.435,0.68,0.734
C002201,35,central,770.7,0.597,0.632,0.729
C002202,39,central,304.5,0.598,0.282,0.544
C002203,42,central,281.8,0.479,0.253,0.591
C002204,48,east,405.5,0.424,0.388,0.498
C002205,54,south,211.5,0.722,0.202,0.493
C002206,37,west,258.3,0.547,0.554,0.454
C002207,36,south,677.3,0.5,0.565,0.479
C002208,46,east,679.1,0.802,0.52,0.511
C002209,48,south,245.1,0.549,0.174,0.1
C002210,36,central,690.1,0.506,0.632,0.877
C002211,50,east,604.1,0.895,0.403,0.912
C002212,53,central,1138.1,0.51,0.523,0.493
C002213,57,east,647.2,0.506,0.624,0.564
C002214,62,east,868.2,0.479,0.625,0.612
C002215,31,north,612.5,0.637,0.122,0.348
C002216,41,south,828.1,0.767,0.534,0.729
C002217,41,west,212.5,0.705,0.305,0.458
C002218,40,east,427.6,0.531,0.375,1.0
C002219,33,west,449.4,0.428,0.46,0.561
C002220,23,east,397.4,0.674,0.14,0.851
C002221,42,west,600.4,0.366,0.069,0.5
C002222,32,central,673.1,0.484,0.37,1.0
C002223,42,south,582.1,0.446,0.53,0.434
C002224,31,south,,0.812,0.0,0.846
C002225,28,west,295.8,0.642,0.225,0.759
C002226,44,central,888.5,0.558,0.283,0.603
C002227,43,east,567.4,0.347,0.446,0.575
C002228,48,east,249.6,0.772,0.612,0.361
C002229,67,north,409.5,0.472,0.384,0.0
C002230,44,west,161.6,0.775,0.215,0.737
C002231,47,west,469.9,0.957,0.57,0.403
C002232,28,south,408.4,0.793,0.42,0.868
C002233,26,east,325.9,0.679,0.339,0.718
C002234,60,north,1190.3,0.919,0.769,0.65
C002235,30,west,229.9,0.631,0.372,0.78
C002236,28,central,702.8,0.72,0.568,0.141
C002237,41,east,1708.3,0.138,0.682,0.666
C002238,40,east,877.9,0.464,0.518,0.481
C002239,30,east,451.4,0.431,0.574,0.853
C002240,37,west,232.9,0.804,0.254,0.689
C002241,56,east,203.2,0.802,0.462,0.559
C002242,31,east,359.3,0.633,0.234,0.559
C002243,24,west,304.6,0.876,0.573,0.479
C002244,52,east,298.7,0.631,0.425,0.379
C002245,47,east,378.2,0.718,0.256,0.141
C002246,34,north,432.6,0.765,0.504,0.474
C002247,22,central,615.4,0.349,0.401,0.383
C002248,32,east,218.9,0.666,0.297,0.318
C002249,40,east,305.5,0.72,0.285,0.573
C002250,55,north,418.0,0.743,0.401,0.552
C002251,29,west,409.1,0.866,0.558,0.621
C002252,40,central,1384.5,0.377,0.738,0.45
C002253,49,north,528.8,0.554,0.299,0.298
C002254,18,north,174.7,0.692,0.086,0.641
C002255,53,north,591.2,0.629,0.531,0.295
C002256,27,west,638.2,0.52,0.557,0.628
C002257,45,central,426.7,0.604,0.324,0.211
C002258,44,west,222.1,0.761,0.533,0.662
C002259,54,east,1320.9,0.502,0.773,0.339
C002260,48,south,242.1,0.674,0.218,0.569
C002261,18,south,683.8,0.435,0.411,0.881
C002262,32,east,518.7,0.67,0.43,0.672
C002263,43,north,659.7,0.104,0.463,0.689
C002264,39,east,1280.9,0.334,0.833,0.144
C002265,47,south,644.3,0.39,0.655,0.402
C002266,50,south,329.0,0.877,0.379,0.701
C002267,48,south,893.2,0.431,0.675,0.596
C002268,38,central,315.0,0.621,0.488,0.934
C002269,19,east,507.4,0.603,0.469,1.0
C002270,36,east,211.7,0.696,0.346,0.638
C002271,46,north,247.5,0.693,0.405,0.458
C002272,28,central,474.4,0.638,0.52,0.442
C002273,49,west,573.7,0.522,0.368,0.392
C002274,52,east,165.6,0.77,0.134,0.384
C002275,43,north,619.9,0.419,0.457,0.41
C002276,18,south,281.3,0.555,0.236,0.52
C002277,26,south,991.3,0.485,0.373,0.728
C002278,64,south,372.4,0.718,0.499,0.721
C002279,34,east,234.4,0.55,0.357,0.779
C002280,18,central,481.4,0.735,0.248,0.64
C002281,56,south,265.5,0.854,0.294,0.641
C002282,41,south,985.0,0.624,0.565,0.612
C002283,54,south,460.1,0.675,0.468,0.444
C002284,44,central,420.0,0.743,0.26,0.501
C002285,47,central,656.1,0.886,0.308,0.461
C002286,45,west,251.7,0.705,0.398,0.645
C002287,49,east,212.2,0.628,0.056,0.515
C002288,68,east,587.7,0.351,0.454,0.208
C002289,53,central,237.8,1.0,0.259,0.304
C002290,22,south,237.8,1.0,0.29,0.737
C002291,46,north,760.0,0.391,0.579,0.594
C002292,55,north,630.3,0.458,0.743,0.382
C002293,55,central,216.8,0.732,0.05,0.219
C002294,36,central,317.3,0.888,0.497,0.828
C002295,55,central,267.5,0.545,0.0,0.653
C002296,52,west,1335.4,0.122,0.862,0.069
C002297,72,south,792.2,0.846,0.243,0.594
C002298,32,central,357.4,0.727,0.755,0.564
C002299,35,east,650.0,0.629,0.451,0.623
C002300,37,north,203.9,0.762,0.471,0.799
C002301,35,central,307.2,0.78,0.522,0.916
C002302,30,north,489.9,0.39,0.387,0.821
C002303,18,west,603.4,0.449,0.441,0.752
C002304,36,south,433.9,0.657,0.303,0.303
C002305,45,south,533.8,0.259,0.588,0.11
C002306,35,east,482.1,0.575,0.386,0.761
C002307,64,south,417.0,0.595,0.298,0.65
C002308,41,east,385.1,0.62,0.485,0.38
C002309,56,central,356.2,0.598,0.255,0.384
C002310,44,east,528.7,0.453,0.419,0.411
C002311,51,south,588.6,0.307,0.506,0.356
C002312,44,south,518.1,0.628,0.368,0.737
C002313,57,east,226.8,0.726,0.225,0.475
C002314,42,east,252.6,0.543,0.551,0.49
C002315,47,south,584.4,0.591,0.457,1.0
C002316,45,north,1112.4,0.409,0.563,0.228
C002317,38,east,504.1,0.542,0.432,0.674
C002318,46,west,359.3,0.356,0.459,0.298
C002319,68,central,526.3,0.705,0.312,0.323
C002320,38,west,232.6,0.581,0.368,0.594
